band,a_min,s_max,top_n,selector,entry_id,repetition,eligible_count,status,selected_line_id,seed,reproducible,selected_weight,minimum_weight,maximum_weight,maximum_weight_ratio,selected_abstraction_similarity,selected_surface_similarity,selected_domain_primary
primary,0.425,0.425,10,surface_band_center,E036,3,9,line,L068,13410304871280061412,true,1.11608868,0.75,1.23072748,1.64096997,0.56108366,0.34173912,change
primary,0.425,0.425,10,dual_margin_band_center,E001,1,7,line,L105,10418858375838657071,true,0.88776262,0.82105476,1.24134724,1.51189336,0.45954306,0.31184876,expectation
primary,0.425,0.425,10,dual_margin_band_center,E001,2,7,line,L008,9586743709219150784,true,0.97183149,0.82562101,1.25,1.51401186,0.51076583,0.33863505,choice
primary,0.425,0.425,10,dual_margin_band_center,E001,3,7,line,L102,592022256592927774,true,1.18269538,0.82544136,1.19804246,1.4513962,0.67227799,0.28345473,expectation
primary,0.425,0.425,10,dual_margin_band_center,E002,1,6,line,L014,1815355824330082398,true,0.98453743,0.77517674,0.98885132,1.27564626,0.49814276,0.35131283,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E002,2,5,line,L101,18076360836035844122,true,0.93539737,0.78122747,1.25,1.60004613,0.45774265,0.32990119,expectation
primary,0.425,0.425,10,dual_margin_band_center,E002,3,5,line,L033,3549279955528802194,true,1.25,0.78122747,1.25,1.60004613,0.50902639,0.15610312,relationship
primary,0.425,0.425,10,dual_margin_band_center,E003,1,9,line,L004,9795306835945811074,true,1.25,0.86931519,1.25,1.43791344,0.55661925,0.17748176,choice
primary,0.425,0.425,10,dual_margin_band_center,E003,2,5,line,L012,17565425801133371163,true,1.08972608,0.85188159,1.237603,1.45278758,0.45609141,0.1963141,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E003,3,9,line,L004,14691705969429648236,true,1.07803197,0.84666709,1.07951889,1.27502168,0.52711788,0.17748176,choice
primary,0.425,0.425,10,dual_margin_band_center,E004,1,6,line,L046,7307250828110910356,true,0.85465445,0.85465445,0.96007868,1.12335305,0.46008485,0.4008016,work
primary,0.425,0.425,10,dual_margin_band_center,E004,2,6,line,L091,1221977699985596942,true,0.85652177,0.76542317,1.25,1.63308356,0.49872228,0.40571526,time
primary,0.425,0.425,10,dual_margin_band_center,E004,3,6,line,L011,14426421530041133937,true,0.94898355,0.80518147,0.94898355,1.17859586,0.49460933,0.38158767,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E005,1,5,line,L107,7282619217601536890,true,1.19361766,0.90778699,1.19361766,1.31486535,0.51433535,0.35910134,expectation
primary,0.425,0.425,10,dual_margin_band_center,E005,2,7,line,L067,15748930167514970636,true,1.01461284,0.88058295,1.10343279,1.2530708,0.47496179,0.35715443,change
primary,0.425,0.425,10,dual_margin_band_center,E005,3,6,line,L012,16753612837345930773,true,1.12841465,0.92779016,1.12841465,1.21623908,0.48708478,0.35046519,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E006,1,6,line,L055,10262907433805545832,true,0.94788618,0.8725772,1.07791155,1.23531941,0.46116804,0.31585709,failure
primary,0.425,0.425,10,dual_margin_band_center,E006,2,4,line,L023,18042843141699994572,true,0.92642465,0.88536459,1.07791155,1.21747759,0.49999514,0.35435937,relationship
primary,0.425,0.425,10,dual_margin_band_center,E006,3,4,line,L023,1163312150509658095,true,0.92642465,0.88536459,1.07791155,1.21747759,0.49999514,0.35435937,relationship
primary,0.425,0.425,10,dual_margin_band_center,E007,1,9,line,L071,1123868814260843555,true,0.97660673,0.83982217,1.0965518,1.30569522,0.55672482,0.36771435,loss
primary,0.425,0.425,10,dual_margin_band_center,E007,2,9,line,L022,17707032008760263518,true,0.91272743,0.8377069,0.99306007,1.18545051,0.45749242,0.29381087,relationship
primary,0.425,0.425,10,dual_margin_band_center,E007,3,9,line,L076,15890260528026092210,true,0.95303511,0.8377069,0.99306007,1.18545051,0.46465665,0.24737956,loss
primary,0.425,0.425,10,dual_margin_band_center,E008,1,2,line,L064,9089463680271204443,true,0.82425327,0.82425327,1.16459023,1.41290339,0.46620368,0.41759224,change
primary,0.425,0.425,10,dual_margin_band_center,E008,2,4,line,L101,1622075943198844954,true,0.77201558,0.77201558,1.07170691,1.38819338,0.42650536,0.34201367,expectation
primary,0.425,0.425,10,dual_margin_band_center,E008,3,3,line,L082,10835537203951822082,true,0.92371397,0.92371397,1.25,1.35323275,0.4420239,0.35274282,self
primary,0.425,0.425,10,dual_margin_band_center,E009,1,5,line,L036,15737626019537287687,true,0.96800659,0.81618414,0.96800659,1.18601495,0.57557845,0.35841569,relationship
primary,0.425,0.425,10,dual_margin_band_center,E009,2,3,line,L034,7017005612764680389,true,1.25,0.78097189,1.25,1.60056977,0.47160783,0.18616093,relationship
primary,0.425,0.425,10,dual_margin_band_center,E009,3,7,line,L045,16654790029986043526,true,1.00932633,0.96385719,1.06531257,1.10525976,0.54551964,0.33597565,work
primary,0.425,0.425,10,dual_margin_band_center,E010,1,7,line,L007,7474984048184739343,true,0.91103818,0.75962266,0.96091908,1.26499529,0.45563553,0.26188547,choice
primary,0.425,0.425,10,dual_margin_band_center,E010,2,5,line,L087,13968013845702785015,true,0.93940139,0.76218514,1.02319232,1.3424459,0.6279804,0.39540397,self
primary,0.425,0.425,10,dual_margin_band_center,E010,3,7,line,L031,2342842644922167404,true,0.96247815,0.75964377,1.00622063,1.32459539,0.4930794,0.35939074,relationship
primary,0.425,0.425,10,dual_margin_band_center,E011,1,6,line,L021,15445412766682343378,true,0.90531832,0.86492525,1.04779638,1.21142998,0.45114529,0.29820927,relationship
primary,0.425,0.425,10,dual_margin_band_center,E011,2,6,line,L082,16452615835445950093,true,0.86492525,0.86492525,1.04779638,1.21142998,0.44389351,0.32516403,self
primary,0.425,0.425,10,dual_margin_band_center,E011,3,9,line,L032,2807033777464634395,true,1.04779638,0.86037634,1.05563203,1.2269422,0.53023901,0.32661157,relationship
primary,0.425,0.425,10,dual_margin_band_center,E012,1,7,line,L082,9319747233651277781,true,0.94754456,0.88840462,1.24970234,1.40668151,0.51419189,0.36664174,self
primary,0.425,0.425,10,dual_margin_band_center,E012,2,5,line,L035,8099451354487219362,true,0.96285898,0.83988444,1.06888539,1.27265769,0.56304561,0.36599469,relationship
primary,0.425,0.425,10,dual_margin_band_center,E012,3,7,line,L022,6717569070870376100,true,1.24458587,0.89360236,1.24458587,1.39277371,0.58195648,0.24200782,relationship
primary,0.425,0.425,10,dual_margin_band_center,E013,1,3,line,L101,12514979856087306974,true,1.02935642,0.81795677,1.02935642,1.25844843,0.52363832,0.33099117,expectation
primary,0.425,0.425,10,dual_margin_band_center,E013,2,3,line,L041,10562541228388731142,true,0.93269928,0.81795677,1.02935642,1.25844843,0.67945298,0.40398528,work
primary,0.425,0.425,10,dual_margin_band_center,E013,3,3,line,L041,16840386472138250256,true,0.93269928,0.79270211,1.00690368,1.27021699,0.68906939,0.40398528,work
primary,0.425,0.425,10,dual_margin_band_center,E014,1,0,silence,,4994277167912552707,true,,,,,,,
primary,0.425,0.425,10,dual_margin_band_center,E014,2,0,silence,,17154228650628662984,true,,,,,,,
primary,0.425,0.425,10,dual_margin_band_center,E014,3,0,silence,,11828780811247916003,true,,,,,,,
primary,0.425,0.425,10,dual_margin_band_center,E015,1,9,line,L037,5108536779453357120,true,0.93979458,0.81714665,1.16191314,1.42191507,0.45500722,0.2336148,relationship
primary,0.425,0.425,10,dual_margin_band_center,E015,2,7,line,L004,4963155642254140804,true,0.96093466,0.92648917,1.16717254,1.25978001,0.4801776,0.34903811,choice
primary,0.425,0.425,10,dual_margin_band_center,E015,3,7,line,L088,16652227655731484285,true,1.01414825,0.92666877,1.16717254,1.25953585,0.46843045,0.23145982,self
primary,0.425,0.425,10,dual_margin_band_center,E016,1,9,line,L024,7643935400145056541,true,0.86828378,0.78015004,1.00424195,1.28724206,0.44371644,0.27476525,relationship
primary,0.425,0.425,10,dual_margin_band_center,E016,2,9,line,L106,17827920318451893469,true,0.98268138,0.9076172,1.11123663,1.22434504,0.4740658,0.35841907,expectation
primary,0.425,0.425,10,dual_margin_band_center,E016,3,9,line,L114,2023343022544715862,true,0.80259897,0.78041012,1.06511442,1.36481369,0.43326794,0.3460203,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E017,1,5,line,L095,10219562820779695759,true,1.01991159,0.94218257,1.2001093,1.27375451,0.48292206,0.3584124,time
primary,0.425,0.425,10,dual_margin_band_center,E017,2,2,line,L064,11457425130941659040,true,0.94987499,0.9136492,0.94987499,1.03964956,0.48530162,0.38642203,change
primary,0.425,0.425,10,dual_margin_band_center,E017,3,7,line,L107,15934300896051240561,true,1.05285343,0.87607996,1.1317306,1.29181199,0.45115981,0.22011605,expectation
primary,0.425,0.425,10,dual_margin_band_center,E018,1,8,line,L118,15936931154767373137,true,1.05261497,0.78879995,1.20640727,1.52942109,0.4686331,0.27811751,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E018,2,0,silence,,5212375706318490410,true,,,,,,,
primary,0.425,0.425,10,dual_margin_band_center,E018,3,8,line,L102,10842978474012102864,true,0.98973288,0.92373742,1.13956058,1.23364125,0.5916111,0.3536098,expectation
primary,0.425,0.425,10,dual_margin_band_center,E019,1,6,line,L062,2482854344084269788,true,0.92380932,0.79049299,1.25,1.58129169,0.44006104,0.31299574,change
primary,0.425,0.425,10,dual_margin_band_center,E019,2,9,line,L013,847488523742959676,true,1.25,0.76935816,1.25,1.62473094,0.50304362,0.19491762,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E019,3,5,line,L043,12999710830113562700,true,0.97754495,0.88720705,1.17376139,1.32298473,0.44744407,0.2539084,work
primary,0.425,0.425,10,dual_margin_band_center,E020,1,8,line,L042,17570569190978810571,true,1.03231853,0.81525382,1.10098036,1.35047555,0.55722802,0.33421199,work
primary,0.425,0.425,10,dual_margin_band_center,E020,2,8,line,L068,14777161230378505879,true,0.97150437,0.92126951,1.05543228,1.14562815,0.48590655,0.33357445,change
primary,0.425,0.425,10,dual_margin_band_center,E020,3,8,line,L115,14078745486532302547,true,1.10098036,0.81525382,1.10098036,1.35047555,0.50774336,0.24053052,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E021,1,9,line,L033,4273160823726804535,true,0.96651814,0.7990234,1.02256494,1.27976845,0.46741523,0.21012102,relationship
primary,0.425,0.425,10,dual_margin_band_center,E021,2,10,line,L022,4780355652012951342,true,0.93004251,0.84809502,1.16885066,1.37820721,0.46066697,0.13873288,relationship
primary,0.425,0.425,10,dual_margin_band_center,E021,3,10,line,L031,9564867978829526387,true,1.03921221,0.91152029,1.21512778,1.33307815,0.47209261,0.25397302,relationship
primary,0.425,0.425,10,dual_margin_band_center,E022,1,5,line,L054,7567060495963791278,true,1.16537876,1.01329487,1.25,1.23359946,0.50542412,0.24516813,failure
primary,0.425,0.425,10,dual_margin_band_center,E022,2,5,line,L063,2550724108362446449,true,1.24946096,1.02270869,1.24946096,1.22171737,0.53843198,0.23077668,change
primary,0.425,0.425,10,dual_margin_band_center,E022,3,5,line,L027,10428351203441084270,true,1.16788174,1.02270869,1.24946096,1.22171737,0.51387328,0.25064178,relationship
primary,0.425,0.425,10,dual_margin_band_center,E023,1,8,line,L068,12225648772027476851,true,0.93421898,0.76040682,1.14546956,1.50639044,0.43495556,0.34937521,change
primary,0.425,0.425,10,dual_margin_band_center,E023,2,8,line,L057,15146102931498470855,true,0.97777713,0.76040682,1.14546956,1.50639044,0.4348515,0.26819181,failure
primary,0.425,0.425,10,dual_margin_band_center,E023,3,8,line,L051,11516105883259442250,true,0.76040682,0.76040682,1.14546956,1.50639044,0.42603783,0.42254639,failure
primary,0.425,0.425,10,dual_margin_band_center,E024,1,7,line,L068,330473171419209412,true,0.94504777,0.76138597,1.21433615,1.59490218,0.51061319,0.38063633,change
primary,0.425,0.425,10,dual_margin_band_center,E024,2,6,line,L008,16825835966078418111,true,0.75907423,0.75907423,1.15539847,1.52211525,0.48515363,0.42318476,choice
primary,0.425,0.425,10,dual_margin_band_center,E024,3,7,line,L004,1150077449655025461,true,1.12461649,0.75920369,1.21433615,1.59948663,0.54731384,0.27197478,choice
primary,0.425,0.425,10,dual_margin_band_center,E025,1,10,line,L076,5288228495175161201,true,0.84113059,0.83158402,1.22210216,1.46960755,0.43309741,0.19088503,loss
primary,0.425,0.425,10,dual_margin_band_center,E025,2,10,line,L066,12352902315759129894,true,0.96370222,0.9425716,1.2363717,1.31170056,0.46094501,0.27486681,change
primary,0.425,0.425,10,dual_margin_band_center,E025,3,9,line,L085,17327024317641569776,true,1.03998784,0.8332285,1.24767622,1.49739985,0.45776486,0.2700306,self
primary,0.425,0.425,10,dual_margin_band_center,E026,1,3,line,L114,7461710069461762370,true,1.01619483,0.77796398,1.25,1.60675819,0.46057759,0.3418251,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E026,2,4,line,L007,18098212098119025639,true,1.18836433,0.95378665,1.18836433,1.24594356,0.46068326,0.26683279,choice
primary,0.425,0.425,10,dual_margin_band_center,E026,3,5,line,L043,5106098356127507995,true,1.06633141,0.92544558,1.22587505,1.32463224,0.46338045,0.3131226,work
primary,0.425,0.425,10,dual_margin_band_center,E027,1,4,line,L031,12710915507337412627,true,1.00360792,0.97933757,1.24138801,1.26757928,0.47089164,0.24453802,relationship
primary,0.425,0.425,10,dual_margin_band_center,E027,2,8,line,L023,6417914055427047881,true,0.92580113,0.76091632,1.06512772,1.39979613,0.46308813,0.28899052,relationship
primary,0.425,0.425,10,dual_margin_band_center,E027,3,4,line,L031,2737858224479029675,true,0.9722543,0.95821215,1.1859206,1.23763886,0.46855269,0.24453802,relationship
primary,0.425,0.425,10,dual_margin_band_center,E028,1,8,line,L107,16856995648896496,true,0.936994,0.76587243,1.06490393,1.39044558,0.48925781,0.22831233,expectation
primary,0.425,0.425,10,dual_margin_band_center,E028,2,9,line,L097,6279286373351141716,true,1.06490393,0.82019699,1.06490393,1.29835142,0.77156645,0.33459265,time
primary,0.425,0.425,10,dual_margin_band_center,E028,3,8,line,L014,10423223718057304698,true,0.89677677,0.76588433,1.06490393,1.39042397,0.48983729,0.34648482,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E029,1,8,line,L034,6883957246945208592,true,1.12223386,0.90811053,1.12223386,1.23578995,0.48242462,0.24938173,relationship
primary,0.425,0.425,10,dual_margin_band_center,E029,2,7,line,L117,5957727193249846668,true,1.03093901,0.76994123,1.18357524,1.53722802,0.46079717,0.25932428,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E029,3,8,line,L017,15557198007359036769,true,1.25,0.8589198,1.25,1.45531632,0.55317611,0.10202789,uncertainty
primary,0.425,0.425,10,dual_margin_band_center,E030,1,7,line,L044,9683567800026816012,true,0.88085843,0.8178133,1.14720803,1.40277496,0.45699288,0.24722714,work
primary,0.425,0.425,10,dual_margin_band_center,E030,2,7,line,L117,15328553586266511351,true,0.97970907,0.85920665,1.17183379,1.36385559,0.48240944,0.28183646,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E030,3,7,line,L098,10308303624880637439,true,0.85327823,0.85327823,1.17551952,1.37765089,0.62757694,0.40664635,time
primary,0.425,0.425,10,dual_margin_band_center,E031,1,7,line,L064,12794797496014467620,true,0.83506267,0.78051842,1.2146931,1.55626448,0.43045227,0.3131894,change
primary,0.425,0.425,10,dual_margin_band_center,E031,2,9,line,L105,12967263327635345140,true,0.96495575,0.75053768,1.23236834,1.64198064,0.4752235,0.31395301,expectation
primary,0.425,0.425,10,dual_margin_band_center,E031,3,8,line,L105,12688601981085555976,true,1.02364875,0.79303947,1.21225232,1.52861537,0.47269659,0.31395301,expectation
primary,0.425,0.425,10,dual_margin_band_center,E032,1,7,line,L042,15363036219394373628,true,0.92954657,0.92195307,1.05797045,1.14753179,0.55860899,0.3735743,work
primary,0.425,0.425,10,dual_margin_band_center,E032,2,6,line,L105,2250051636181321151,true,1.074202,0.846299,1.074202,1.26929372,0.49785887,0.24185273,expectation
primary,0.425,0.425,10,dual_margin_band_center,E032,3,7,line,L042,9305075733112308375,true,0.92797037,0.82853158,1.04244313,1.25818152,0.57420882,0.3735743,work
primary,0.425,0.425,10,dual_margin_band_center,E033,1,8,line,L005,2334393918895814645,true,0.82809009,0.82809009,1.13563885,1.3713953,0.54972056,0.4087465,choice
primary,0.425,0.425,10,dual_margin_band_center,E033,2,7,line,L082,954997009096998732,true,0.78788974,0.78458747,1.14407677,1.45818895,0.42878421,0.27164553,self
primary,0.425,0.425,10,dual_margin_band_center,E033,3,6,line,L106,15871875286480241601,true,0.93150343,0.75585531,0.94185908,1.24608384,0.49865828,0.37847858,expectation
primary,0.425,0.425,10,dual_margin_band_center,E034,1,6,line,L046,1842886833937335187,true,0.97974981,0.75075442,1.08632748,1.44698114,0.56218715,0.34859445,work
primary,0.425,0.425,10,dual_margin_band_center,E034,2,6,line,L088,2770733435912147992,true,0.85580369,0.75219075,1.25,1.66181251,0.4435479,0.38110717,self
primary,0.425,0.425,10,dual_margin_band_center,E034,3,6,line,L088,13816464800827979821,true,0.8051112,0.8051112,1.24734548,1.54928347,0.43086661,0.38110717,self
primary,0.425,0.425,10,dual_margin_band_center,E035,1,5,line,L111,14914593227553786428,true,0.86682165,0.77134634,1.22285181,1.58534726,0.43843297,0.38032982,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E035,2,6,line,L111,6882861025263232741,true,0.82570788,0.81669074,1.25,1.53056712,0.43628085,0.38032982,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E035,3,6,line,L072,10831108169839833784,true,1.05844081,0.85781444,1.05844081,1.23388085,0.45707621,0.20116315,loss
primary,0.425,0.425,10,dual_margin_band_center,E036,1,9,line,L117,2100214599939928499,true,1.00454626,0.85128362,1.11105948,1.30515783,0.4730362,0.21741543,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E036,2,4,line,L114,4750442612808793486,true,0.91770338,0.76379151,0.96292198,1.26071313,0.46669447,0.358757,daily_life
primary,0.425,0.425,10,dual_margin_band_center,E036,3,9,line,L068,13410304871280061412,true,1.0179831,0.85128362,1.11105948,1.30515783,0.56108366,0.34173912,change
primary,0.425,0.425,10,rank_fusion,E001,1,7,line,L105,10418858375838657071,true,0.93333333,0.81666667,1.21666667,1.48979592,0.45954306,0.31184876,expectation
primary,0.425,0.425,10,rank_fusion,E001,2,7,line,L008,9586743709219150784,true,0.95,0.86666667,1.25,1.44230769,0.51076583,0.33863505,choice
primary,0.425,0.425,10,rank_fusion,E001,3,7,line,L102,592022256592927774,true,1.21666667,0.86666667,1.21666667,1.40384615,0.67227799,0.28345473,expectation
primary,0.425,0.425,10,rank_fusion,E002,1,6,line,L014,1815355824330082398,true,1.09,0.81,1.13,1.39506173,0.49814276,0.35131283,uncertainty
primary,0.425,0.425,10,rank_fusion,E002,2,5,line,L101,18076360836035844122,true,0.95,0.9,1.25,1.38888889,0.45774265,0.32990119,expectation
primary,0.425,0.425,10,rank_fusion,E002,3,5,line,L033,3549279955528802194,true,1.25,0.9,1.25,1.38888889,0.50902639,0.15610312,relationship
primary,0.425,0.425,10,rank_fusion,E003,1,9,line,L004,9795306835945811074,true,1.25,0.85,1.25,1.47058824,0.55661925,0.17748176,choice
primary,0.425,0.425,10,rank_fusion,E003,2,5,line,L012,17565425801133371163,true,1.0,0.875,1.2,1.37142857,0.45609141,0.1963141,uncertainty
primary,0.425,0.425,10,rank_fusion,E003,3,9,line,L004,14691705969429648236,true,1.175,0.8625,1.175,1.36231884,0.52711788,0.17748176,choice
primary,0.425,0.425,10,rank_fusion,E004,1,6,line,L046,7307250828110910356,true,0.85,0.85,1.09,1.28235294,0.46008485,0.4008016,work
primary,0.425,0.425,10,rank_fusion,E004,2,6,line,L091,1221977699985596942,true,0.99,0.79,1.25,1.58227848,0.49872228,0.40571526,time
primary,0.425,0.425,10,rank_fusion,E004,3,6,line,L011,14426421530041133937,true,1.07,0.93,1.07,1.15053763,0.49460933,0.38158767,uncertainty
primary,0.425,0.425,10,rank_fusion,E005,1,5,line,L107,7282619217601536890,true,1.025,0.9,1.05,1.16666667,0.51433535,0.35910134,expectation
primary,0.425,0.425,10,rank_fusion,E005,2,7,line,L067,15748930167514970636,true,1.03333333,0.81666667,1.16666667,1.42857143,0.47496179,0.35715443,change
primary,0.425,0.425,10,rank_fusion,E005,3,6,line,L012,16753612837345930773,true,1.11,0.95,1.11,1.16842105,0.48708478,0.35046519,uncertainty
primary,0.425,0.425,10,rank_fusion,E006,1,6,line,L055,10262907433805545832,true,0.99,0.83,1.21,1.45783133,0.46116804,0.31585709,failure
primary,0.425,0.425,10,rank_fusion,E006,2,4,line,L023,18042843141699994572,true,0.91666667,0.91666667,1.18333333,1.29090909,0.49999514,0.35435937,relationship
primary,0.425,0.425,10,rank_fusion,E006,3,4,line,L023,1163312150509658095,true,0.91666667,0.91666667,1.18333333,1.29090909,0.49999514,0.35435937,relationship
primary,0.425,0.425,10,rank_fusion,E007,1,9,line,L071,1123868814260843555,true,1.075,0.75,1.1125,1.48333333,0.55672482,0.36771435,loss
primary,0.425,0.425,10,rank_fusion,E007,2,9,line,L022,17707032008760263518,true,1.025,0.8625,1.1125,1.28985507,0.45749242,0.29381087,relationship
primary,0.425,0.425,10,rank_fusion,E007,3,9,line,L076,15890260528026092210,true,1.1125,0.8625,1.1125,1.28985507,0.46465665,0.24737956,loss
primary,0.425,0.425,10,rank_fusion,E008,1,2,line,L064,9089463680271204443,true,1.05,0.95,1.05,1.10526316,0.46620368,0.41759224,change
primary,0.425,0.425,10,rank_fusion,E008,2,4,line,L101,1622075943198844954,true,0.81666667,0.81666667,1.15,1.40816327,0.42650536,0.34201367,expectation
primary,0.425,0.425,10,rank_fusion,E008,3,3,line,L082,10835537203951822082,true,0.9,0.85,1.25,1.47058824,0.4420239,0.35274282,self
primary,0.425,0.425,10,rank_fusion,E009,1,5,line,L036,15737626019537287687,true,1.05,0.875,1.1,1.25714286,0.57557845,0.35841569,relationship
primary,0.425,0.425,10,rank_fusion,E009,2,3,line,L034,7017005612764680389,true,1.25,0.85,1.25,1.47058824,0.47160783,0.18616093,relationship
primary,0.425,0.425,10,rank_fusion,E009,3,7,line,L045,16654790029986043526,true,1.03333333,0.9,1.1,1.22222222,0.54551964,0.33597565,work
primary,0.425,0.425,10,rank_fusion,E010,1,7,line,L007,7474984048184739343,true,1.0,0.88333333,1.08333333,1.22641509,0.45563553,0.26188547,choice
primary,0.425,0.425,10,rank_fusion,E010,2,5,line,L087,13968013845702785015,true,1.1,0.825,1.125,1.36363636,0.6279804,0.39540397,self
primary,0.425,0.425,10,rank_fusion,E010,3,7,line,L031,2342842644922167404,true,1.0,0.88333333,1.08333333,1.22641509,0.4930794,0.35939074,relationship
primary,0.425,0.425,10,rank_fusion,E011,1,6,line,L021,15445412766682343378,true,0.97,0.83,1.09,1.31325301,0.45114529,0.29820927,relationship
primary,0.425,0.425,10,rank_fusion,E011,2,6,line,L082,16452615835445950093,true,0.83,0.83,1.09,1.31325301,0.44389351,0.32516403,self
primary,0.425,0.425,10,rank_fusion,E011,3,9,line,L032,2807033777464634395,true,1.1,0.8125,1.1125,1.36923077,0.53023901,0.32661157,relationship
primary,0.425,0.425,10,rank_fusion,E012,1,7,line,L082,9319747233651277781,true,0.88333333,0.8,1.2,1.5,0.51419189,0.36664174,self
primary,0.425,0.425,10,rank_fusion,E012,2,5,line,L035,8099451354487219362,true,1.0,0.75,1.125,1.5,0.56304561,0.36599469,relationship
primary,0.425,0.425,10,rank_fusion,E012,3,7,line,L022,6717569070870376100,true,1.2,0.83333333,1.2,1.44,0.58195648,0.24200782,relationship
primary,0.425,0.425,10,rank_fusion,E013,1,3,line,L101,12514979856087306974,true,1.1,0.85,1.1,1.29411765,0.52363832,0.33099117,expectation
primary,0.425,0.425,10,rank_fusion,E013,2,3,line,L041,10562541228388731142,true,1.05,0.85,1.1,1.29411765,0.67945298,0.40398528,work
primary,0.425,0.425,10,rank_fusion,E013,3,3,line,L041,16840386472138250256,true,1.05,0.85,1.1,1.29411765,0.68906939,0.40398528,work
primary,0.425,0.425,10,rank_fusion,E014,1,0,silence,,4994277167912552707,true,,,,,,,
primary,0.425,0.425,10,rank_fusion,E014,2,0,silence,,17154228650628662984,true,,,,,,,
primary,0.425,0.425,10,rank_fusion,E014,3,0,silence,,11828780811247916003,true,,,,,,,
primary,0.425,0.425,10,rank_fusion,E015,1,9,line,L037,5108536779453357120,true,1.0125,0.8125,1.15,1.41538462,0.45500722,0.2336148,relationship
primary,0.425,0.425,10,rank_fusion,E015,2,7,line,L004,4963155642254140804,true,1.0,0.81666667,1.15,1.40816327,0.4801776,0.34903811,choice
primary,0.425,0.425,10,rank_fusion,E015,3,7,line,L088,16652227655731484285,true,1.05,0.81666667,1.15,1.40816327,0.46843045,0.23145982,self
primary,0.425,0.425,10,rank_fusion,E016,1,9,line,L024,7643935400145056541,true,1.0875,0.825,1.1875,1.43939394,0.44371644,0.27476525,relationship
primary,0.425,0.425,10,rank_fusion,E016,2,9,line,L095,17827920318451893469,true,1.075,0.825,1.2125,1.46969697,0.48255012,0.34405922,time
primary,0.425,0.425,10,rank_fusion,E016,3,9,line,L114,2023343022544715862,true,0.875,0.7875,1.1625,1.47619048,0.43326794,0.3460203,daily_life
primary,0.425,0.425,10,rank_fusion,E017,1,5,line,L095,10219562820779695759,true,0.975,0.95,1.15,1.21052632,0.48292206,0.3584124,time
primary,0.425,0.425,10,rank_fusion,E017,2,2,line,L064,11457425130941659040,true,1.05,0.95,1.05,1.10526316,0.48530162,0.38642203,change
primary,0.425,0.425,10,rank_fusion,E017,3,7,line,L107,15934300896051240561,true,1.0,0.78333333,1.18333333,1.5106383,0.45115981,0.22011605,expectation
primary,0.425,0.425,10,rank_fusion,E018,1,8,line,L118,15936931154767373137,true,1.06428571,0.86428571,1.20714286,1.39669421,0.4686331,0.27811751,daily_life
primary,0.425,0.425,10,rank_fusion,E018,2,0,silence,,5212375706318490410,true,,,,,,,
primary,0.425,0.425,10,rank_fusion,E018,3,8,line,L102,10842978474012102864,true,1.05,0.80714286,1.20714286,1.49557522,0.5916111,0.3536098,expectation
primary,0.425,0.425,10,rank_fusion,E019,1,6,line,L062,2482854344084269788,true,1.01,0.75,1.25,1.66666667,0.44006104,0.31299574,change
primary,0.425,0.425,10,rank_fusion,E019,2,9,line,L013,847488523742959676,true,1.25,0.825,1.25,1.51515152,0.50304362,0.19491762,uncertainty
primary,0.425,0.425,10,rank_fusion,E019,3,5,line,L043,12999710830113562700,true,0.925,0.925,1.1,1.18918919,0.44744407,0.2539084,work
primary,0.425,0.425,10,rank_fusion,E020,1,8,line,L042,17570569190978810571,true,1.05,0.77857143,1.17857143,1.51376147,0.55722802,0.33421199,work
primary,0.425,0.425,10,rank_fusion,E020,2,8,line,L068,14777161230378505879,true,0.99285714,0.89285714,1.15,1.288,0.48590655,0.33357445,change
primary,0.425,0.425,10,rank_fusion,E020,3,8,line,L115,14078745486532302547,true,1.17857143,0.77857143,1.17857143,1.51376147,0.50774336,0.24053052,daily_life
primary,0.425,0.425,10,rank_fusion,E021,1,9,line,L033,4273160823726804535,true,1.0625,0.7875,1.125,1.42857143,0.46741523,0.21012102,relationship
primary,0.425,0.425,10,rank_fusion,E021,2,10,line,L022,4780355652012951342,true,1.01666667,0.78333333,1.20555556,1.53900709,0.46066697,0.13873288,relationship
primary,0.425,0.425,10,rank_fusion,E021,3,10,line,L031,9564867978829526387,true,1.06111111,0.88333333,1.21666667,1.37735849,0.47209261,0.25397302,relationship
primary,0.425,0.425,10,rank_fusion,E022,1,5,line,L054,7567060495963791278,true,1.05,0.8,1.25,1.5625,0.50542412,0.24516813,failure
