pair_id,entry_id,line_id,entry_text,line_text,selection_occurrences,configuration_count,label_source,judge,provisional,acceptable,distance,relation_type,confidence,low_confidence,user_fact_assertion,explicit_contradiction,advice_or_diagnosis,clearly_unrelated,reason
E006/L085,E006,L085,うまくいく根拠も、だめな根拠も同じくらいある。,空席の数と、孤独の数は一致しない。,35,35,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '物理的単独と孤独感' does not provide a meaningful bridge to the Entry.
E006/L104,E006,L104,うまくいく根拠も、だめな根拠も同じくらいある。,届かなかった高さは、誰が置いたのか見えにくい。,15,15,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '基準の出所' does not provide a meaningful bridge to the Entry.
E006/L118,E006,L118,うまくいく根拠も、だめな根拠も同じくらいある。,同じ景色を通るたび、同じではないものが増える。,25,25,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '反復と変化' does not provide a meaningful bridge to the Entry.
E007/L014,E007,L014,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,予想は、未来より今の輪郭を映す。,4,4,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '予想と現在認識' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L022,E007,L022,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,親しさにも、呼吸する間がある。,67,67,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '親しさと間隔' provides a usable reflective bridge without merely restating the Entry.
E007/L025,E007,L025,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,聞いていた言葉と、待っていた言葉は似ている。,39,39,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '聞くことと発話待ち' does not provide a meaningful bridge to the Entry.
E007/L027,E007,L027,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,一緒に笑った時間は、次の約束を要求しない。,12,12,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_close,direct_restatement,high,false,false,false,false,false,楽しい共有時間が次の約束を必要としないというEntryの内容を直接まとめる
E007/L031,E007,L031,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,距離は、離れたときだけ生まれるものではない。,111,111,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,high,false,false,false,false,false,It opens reflection on a distance present even during an enjoyable meeting.
E007/L035,E007,L035,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,空いた席は、不在より先に距離を語る。,50,50,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '不在の可視化' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L036,E007,L036,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,離れたあとで、近すぎた音が聞こえる。,254,184,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '距離後の再評価' provides a usable reflective bridge without merely restating the Entry.
E007/L037,E007,L037,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,境界は壁ではなく、二つの場所の名前でもある。,8,8,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '境界の両義性' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L062,E007,L062,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,便利になった場所にも、馴染むまでの影がある。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '改善と馴染み' does not provide a meaningful bridge to the Entry.
E007/L063,E007,L063,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,新しいものの箱には、古いものの時間も入る。,16,16,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '更新と過去' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L066,E007,L066,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,手放した場所に、手の形だけがしばらく残る。,192,192,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,analogical_transfer,low,true,false,false,false,false,The residual shape after release may illuminate warmth without wanting another appointment but the bridge is ambiguous.
E007/L071,E007,L071,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,戻ってきたものにも、戻らなかった時間がある。,894,504,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '回復と失われた時間' provides a usable reflective bridge without merely restating the Entry.
E007/L075,E007,L075,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,なくしたものの大きさは、探した時間にも宿る。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '探索時間と価値' does not provide a meaningful bridge to the Entry.
E007/L076,E007,L076,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,終わった線の先にも、同じ紙が続いている。,226,213,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,low,true,false,false,false,false,"Codex provisional: the Line meaning '終結と継続' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L082,E007,L082,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,静かな日は、自分の声の距離がよくわかる。,51,51,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '静けさと自己の声' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L091,E007,L091,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,先の予定をめくる指の下で、今日も一枚になっていく。,179,174,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Turning today into a calendar page does not connect to enjoying a meeting without seeking the next one.
E007/L093,E007,L093,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,十二枚の紙にも、長かった午後は折りたためない。,1,1,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '暦と体感時間' does not provide a meaningful bridge to the Entry.
E007/L094,E007,L094,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,時計は同じ幅で進み、日は違う深さで残る。,14,14,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '客観時間と体感' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E007/L097,E007,L097,久しぶりに会ったら楽しかった。でも次の約束をすぐ決めたい感じではなかった。,未来を見ている間も、足元は静かに通り過ぎる。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '未来と現在の通過' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L012,E008,L012,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",わからなさは、空白ではなく形の途中かもしれない。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '未確定な状態' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L013,E008,L013,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",霧の中では、近いものまで遠く見える。,12,12,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '不確実性による距離感' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L014,E008,L014,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",予想は、未来より今の輪郭を映す。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '予想と現在認識' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L015,E008,L015,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",まだ起きていないことにも、影はできる。,42,42,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '予期の影響' provides a usable reflective bridge without merely restating the Entry.
E008/L021,E008,L021,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",会話のあとに残る声は、話した人のものだけではない。,38,38,reflective_distance_human_review_v1,human_review,false,true,just_right,same_domain,human_confirmed,false,false,false,false,false,Product-owner decision normalized to reflective-distance-v1.
E008/L024,E008,L024,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",返事のない時間も、関係の外ではない。,33,33,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '沈黙と関係' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L025,E008,L025,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",聞いていた言葉と、待っていた言葉は似ている。,144,144,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_close,direct_restatement,high,false,false,false,false,false,聞いていたことと話すのを待っていたことの差をEntryと同じ語で言い換える
E008/L032,E008,L032,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",返さなかった言葉のぶん、静かな場所ができる。,156,132,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,発しなかった自分の言葉への待機を返さなかった言葉が作る静かな場所として照らす
E008/L033,E008,L033,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",遠くから見える輪郭もある。,23,23,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '距離による認識' provides a usable reflective bridge without merely restating the Entry.
E008/L054,E008,L054,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",失敗のあとに普通の声がすると、世界の続きが見える。,67,67,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '失敗後の平常' does not provide a meaningful bridge to the Entry.
E008/L064,E008,L064,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",変わったあとで、望んでいた形が見直される。,120,120,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_far,weak_connection,medium,false,false,false,false,false,Both involve later reconsideration but the Line's changed desired form lacks a clear conversational bridge.
E008/L067,E008,L067,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",同じ道の景色が変わると、歩幅も少し変わる。,12,12,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '環境変化と感覚' does not provide a meaningful bridge to the Entry.
E008/L082,E008,L082,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",静かな日は、自分の声の距離がよくわかる。,70,70,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '静けさと自己の声' provides a usable reflective bridge without merely restating the Entry.
E008/L084,E008,L084,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",誰にも聞かれなかった声は、消えたわけではない。,116,114,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '未共有の存在' provides a usable reflective bridge without merely restating the Entry.
E008/L095,E008,L095,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",過ぎたあとで長くなる時間もある。,126,126,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '回想による時間変化' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L101,E008,L101,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",主語のない期待も、肩には重さを残す。,24,24,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '出所不明の期待' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L103,E008,L103,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",『もっと』は、いつも少し早く席に着いている。,76,76,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '常在する追加要求' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E008/L107,E008,L107,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",期待の影は、持ち主より先に伸びることがある。,80,80,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_far,weak_connection,low,true,false,false,false,false,Expectation might map to waiting for one's turn but the ownership and structural connection remain ambiguous.
E008/L112,E008,L112,"相手の話を聞いていたつもりだった。
帰ってから、自分が話す番を待っていただけだったかもしれないと思った。",いつもの灯りがないだけで、道は別の長さになる。,105,105,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,not_obserbing,unrelated,high,false,false,false,false,true,A missing light changing road length has no discoverable bridge to mistaking turn-waiting for listening.
E009/L016,E009,L016,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,同じ重さの根拠は、静かに釣り合う。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '相反する根拠の均衡' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E009/L022,E009,L022,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,親しさにも、呼吸する間がある。,5,5,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '親しさと間隔' provides a usable reflective bridge without merely restating the Entry.
E009/L024,E009,L024,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,返事のない時間も、関係の外ではない。,45,45,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '沈黙と関係' provides a usable reflective bridge without merely restating the Entry.
E009/L026,E009,L026,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,近くにいる理由は、近さだけでは測れない。,35,35,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_close,direct_restatement,medium,false,false,false,false,false,近くにいる理由への疑問を近さだけでは測れないという答えにまとめる
E009/L031,E009,L031,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,距離は、離れたときだけ生まれるものではない。,11,11,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '心理的距離の多様性' provides a usable reflective bridge without merely restating the Entry.
E009/L034,E009,L034,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,近さを測る物差しは、日によって伸び縮みする。,278,278,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,high,false,false,false,false,false,A variable measure of closeness directly opens the Entry's tension without completing it.
E009/L035,E009,L035,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,空いた席は、不在より先に距離を語る。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '不在の可視化' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E009/L036,E009,L036,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,離れたあとで、近すぎた音が聞こえる。,743,552,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,same_domain,medium,false,false,false,false,false,近くにいる理由への迷いを離れて初めて聞こえる近すぎた音としてずらして見せる
E009/L037,E009,L037,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,境界は壁ではなく、二つの場所の名前でもある。,99,99,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '境界の両義性' provides a usable reflective bridge without merely restating the Entry.
E009/L038,E009,L038,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,間を置くと、途切れたものと続いているものが分かれる。,126,126,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,high,false,false,false,false,false,A pause distinguishing continuity from rupture meaningfully reframes uncertainty about staying close.
E009/L045,E009,L045,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,反対しなかった声も、賛成の中には溶けきらない。,324,279,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,analogical_transfer,high,false,false,false,false,false,嫌いでないことを近くにいる肯定と同一視できない構造を反対と賛成の間へ転写する
E009/L062,E009,L062,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,便利になった場所にも、馴染むまでの影がある。,62,44,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '改善と馴染み' does not provide a meaningful bridge to the Entry.
E009/L076,E009,L076,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,終わった線の先にも、同じ紙が続いている。,22,22,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '終結と継続' provides a usable reflective bridge without merely restating the Entry.
E009/L077,E009,L077,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,捨てなかった箱は、まだ決めていない時間を守る。,12,12,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '保留された手放し' provides a usable reflective bridge without merely restating the Entry.
E009/L078,E009,L078,嫌いではない。それだけでは近くにいる理由にならないのかもしれない。,不在は、ときどき物より先に部屋へ着く。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '不在の感覚' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E010/L007,E010,L007,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,扉は、開ける音より閉じる音の方が長く残る。,254,246,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,A closing door whose sound remains maps withdrawal and the lingering meaning of an unanswered message.
E010/L012,E010,L012,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,わからなさは、空白ではなく形の途中かもしれない。,30,30,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '未確定な状態' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E010/L013,E010,L013,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,霧の中では、近いものまで遠く見える。,27,27,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '不確実性による距離感' provides a usable reflective bridge without merely restating the Entry.
E010/L022,E010,L022,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,親しさにも、呼吸する間がある。,39,35,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '親しさと間隔' provides a usable reflective bridge without merely restating the Entry.
E010/L024,E010,L024,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,返事のない時間も、関係の外ではない。,225,225,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,same_domain,medium,false,false,false,false,false,返事をしない静かな距離も関係の一部だと捉え直しつつ結論は決めない
E010/L025,E010,L025,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,聞いていた言葉と、待っていた言葉は似ている。,39,39,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '聞くことと発話待ち' does not provide a meaningful bridge to the Entry.
E010/L031,E010,L031,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,距離は、離れたときだけ生まれるものではない。,140,140,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,medium,false,false,false,false,false,It broadens the stated distance beyond simple physical separation without prescribing an answer.
E010/L032,E010,L032,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,返さなかった言葉のぶん、静かな場所ができる。,63,63,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_close,direct_restatement,high,false,false,false,false,false,返事をしないことで生じる静かな距離をほぼそのまま言い換える
E010/L033,E010,L033,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,遠くから見える輪郭もある。,33,33,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '距離による認識' provides a usable reflective bridge without merely restating the Entry.
E010/L034,E010,L034,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,近さを測る物差しは、日によって伸び縮みする。,30,30,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '距離感の変動' provides a usable reflective bridge without merely restating the Entry.
E010/L035,E010,L035,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,空いた席は、不在より先に距離を語る。,20,20,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '不在の可視化' provides a usable reflective bridge without merely restating the Entry.
E010/L036,E010,L036,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,離れたあとで、近すぎた音が聞こえる。,236,222,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '距離後の再評価' provides a usable reflective bridge without merely restating the Entry.
E010/L037,E010,L037,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,境界は壁ではなく、二つの場所の名前でもある。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '境界の両義性' provides a usable reflective bridge without merely restating the Entry.
E010/L068,E010,L068,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,更新されたものには、更新されなかった部分がよく見える。,4,4,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '変化と残存' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E010/L074,E010,L074,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,空になった場所は、前より広く見える。,32,32,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '不在と空間' provides a usable reflective bridge without merely restating the Entry.
E010/L076,E010,L076,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,終わった線の先にも、同じ紙が続いている。,24,24,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '終結と継続' provides a usable reflective bridge without merely restating the Entry.
E010/L082,E010,L082,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,静かな日は、自分の声の距離がよくわかる。,535,430,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_close,direct_restatement,medium,false,false,false,false,false,Quiet revealing the distance of one's voice closely paraphrases the Entry's quiet distance.
E010/L085,E010,L085,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,空席の数と、孤独の数は一致しない。,60,60,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '物理的単独と孤独感' provides a usable reflective bridge without merely restating the Entry.
E010/L087,E010,L087,連絡を返さないまま三日たった。返したくないというより、今の距離が静かだ。,静けさを望んだ耳も、静けさを確かめる。,473,355,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,analogical_transfer,high,false,false,false,false,false,静けさを選びながらその距離を確かめる動きを静けさを聞く耳へ転写する
E011/L013,E011,L013,"近況を詳しく説明しなくてもいい相手だと思っていた。
だからこそ、何も言わないままなのが少し気になる。",霧の中では、近いものまで遠く見える。,90,90,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '不確実性による距離感' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E011/L021,E011,L021,"近況を詳しく説明しなくてもいい相手だと思っていた。
だからこそ、何も言わないままなのが少し気になる。",会話のあとに残る声は、話した人のものだけではない。,315,315,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_far,weak_connection,medium,false,false,false,false,false,Voices remaining after conversation only loosely connect to concern about saying nothing.
E011/L022,E011,L022,"近況を詳しく説明しなくてもいい相手だと思っていた。
だからこそ、何も言わないままなのが少し気になる。",親しさにも、呼吸する間がある。,117,117,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '親しさと間隔' provides a usable reflective bridge without merely restating the Entry.
E011/L024,E011,L024,"近況を詳しく説明しなくてもいい相手だと思っていた。
だからこそ、何も言わないままなのが少し気になる。",返事のない時間も、関係の外ではない。,81,81,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_close,direct_restatement,high,false,false,false,false,false,Codex provisional: the Line meaning '沈黙と関係' follows the Entry structure too directly to create reflective distance.
E011/L032,E011,L032,"近況を詳しく説明しなくてもいい相手だと思っていた。
だからこそ、何も言わないままなのが少し気になる。",返さなかった言葉のぶん、静かな場所ができる。,846,463,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_close,direct_restatement,high,false,false,false,false,false,Unreturned words creating quiet closely restates the unspoken communication in the Entry.
E011/L038,E011,L038,"近況を詳しく説明しなくてもいい相手だと思っていた。
だからこそ、何も言わないままなのが少し気になる。",間を置くと、途切れたものと続いているものが分かれる。,41,41,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '間隔による関係の識別' provides a usable reflective bridge without merely restating the Entry.
